TechInterest,BizInterest,LogicalThinking,Creativity,Leadership,WorkPressure,Teaching,PeopleSkills,Planning,Communication,Stream,SuitableCareer
3,1,5,3,5,2,2,2,3,1,Science,Biologist
3,5,3,3,1,2,2,4,4,4,Commerce,Accountant
4,4,4,5,3,5,4,1,5,5,Technology,Software Developer
4,1,1,2,4,4,5,4,3,4,Education,Trainer
5,1,1,5,3,4,5,5,1,1,Arts,Musician
1,2,3,1,3,3,5,1,3,5,Education,Teacher
2,5,5,2,2,3,3,2,2,1,Science,Physicist
3,5,5,2,5,3,2,5,4,4,Commerce,Financial Analyst
1,1,1,3,4,2,5,5,1,1,Science,Physicist
2,4,3,4,4,4,4,1,4,3,Commerce,Accountant
4,4,1,2,5,3,5,1,1,1,Science,Biologist
3,3,4,5,4,5,2,5,5,3,Arts,Musician
2,1,1,5,1,1,5,4,1,3,Arts,Musician
5,5,2,4,3,2,3,5,1,1,Arts,Musician
1,3,4,1,5,1,1,3,1,1,Science,Physicist
3,4,5,3,2,5,3,4,5,3,Commerce,Entrepreneur
3,3,5,4,4,5,5,3,4,2,Arts,Musician
4,1,1,4,3,2,5,1,4,4,Education,Teacher
3,3,1,2,3,5,1,3,3,5,Science,Chemist
2,2,4,2,1,1,5,1,5,5,Education,Professor
2,1,3,5,1,4,4,4,4,1,Arts,Writer
2,5,3,2,4,5,5,2,2,2,Science,Biologist
3,1,4,2,3,2,3,4,5,4,Science,Physicist
5,2,1,4,3,4,2,4,1,1,Arts,Graphic Designer
4,5,3,1,4,4,1,4,5,5,Commerce,Accountant
4,5,1,5,4,2,5,1,5,3,Commerce,Financial Analyst
1,3,3,5,3,4,2,5,2,3,Arts,Musician
4,1,3,4,3,4,3,2,4,3,Healthcare,Therapist
4,2,3,2,5,2,3,1,4,3,Science,Physicist
2,4,3,2,1,5,3,4,4,5,Commerce,Accountant
5,3,3,3,5,3,3,3,1,2,Science,Chemist
5,5,1,1,1,5,2,4,3,4,Commerce,Financial Analyst
1,2,1,4,5,1,4,4,5,3,Arts,Graphic Designer
